Gene1,Gene2,Score
fos,edc3,183.0
fos,golm1,180.0
fos,armc8,180.0
fos,pla2g12a,177.0
fos,net1,177.0
fos,aldh1a1,176.0
fos,nceh1,173.0
fos,btrc,173.0
fos,pfkm,172.0
fos,cyth3,172.0
fos,rdh11,171.0
fos,pheta2,171.0
fos,cyth4,171.0
fos,smim5,169.0
fos,tmem68,167.0
fos,vps41,164.0
fos,tbl3,163.0
fos,tmem173,162.0
fos,dnajc11,162.0
fos,pdcl,161.0
fos,ncapg,161.0
fos,aldh18a1,160.0
fos,tbc1d10c,158.0
fos,vill,157.0
fos,cpox,157.0
fos,atl2,157.0
fos,tubgcp3,154.0
fos,lyrm4,154.0
fos,ext2,154.0
fos,ndc1,149.0
fos,ssx2ip,148.0
fos,angpt1,148.0
fos,mycn,146.0
fos,tmem206,144.0
fos,atg12,144.0
fos,elp2,142.0
fos,nit1,140.0
fos,kif11,140.0
fos,fam91a1,140.0
fos,plin2,138.0
fos,mcm2,137.0
fos,prkar2b,135.0
fos,csgalnact2,135.0
fos,cog7,135.0
fos,atp7b,135.0
fos,alg11,135.0
fos,hacd4,134.0
fos,cnp,134.0
fos,hebp1,133.0
fos,dis3l2,133.0
fos,pno1,131.0
fos,c330018d20rik,129.0
fos,copb1,127.0
fos,atp6v1a,127.0
fos,adamts10,126.0
fos,scrn3,124.0
fos,rab32,124.0
fos,ptgs1,165.0
fos,stx12,123.0
fos,zfp397,121.0
fos,lpcat3,120.0
fos,dock2,120.0
fos,wdr45b,119.0
fos,otud6b,115.0
fos,vav1,114.0
fos,odc1,431.0
fos,mfge8,112.0
fos,calcrl,112.0
fos,snap23,111.0
fos,usp25,110.0
fos,slc19a1,110.0
fos,prc1,110.0
fos,fnta,110.0
fos,fastkd2,110.0
fos,fam45a,110.0
fos,smad2,109.0
fos,rnf115,107.0
fos,plk1,107.0
fos,pitpnb,107.0
fos,pip4k2a,107.0
fos,mctp1,107.0
fos,afg3l2,107.0
fos,h2-ob,106.0
fos,prelid3b,105.0
fos,cd74,105.0
fos,sptlc1,104.0
fos,rfc5,104.0
fos,rabggtb,104.0
fos,golph3,103.0
fos,gars,103.0
fos,ahcyl1,102.0
fos,ttll12,101.0
fos,pik3r2,101.0
gata2,fpgs,3197.0
gata2,inka1,2298.0
gata2,itsn1,2493.0
gata2,mfsd2b,2492.0
gata2,mto1,1778.0
gata2,hspa4l,2337.0
gata2,padi4,1354.0
gata2,mfsd1,1824.0
gata2,zfp655,2633.0
gata2,pik3r2,1837.0
gata2,tmem164,1921.0
gata2,cpox,1708.0
gata2,psat1,1285.0
gata2,tor3a,2082.0
gata2,stxbp4,2077.0
gata2,p2ry14,2123.0
gata2,pacsin2,1408.0
gata2,vps33a,2092.0
gata2,fech,1770.0
gata2,eftud2,1857.0
gata2,ctse,2039.0
gata2,hexa,1313.0
gata2,gclc,1442.0
gata2,pheta2,1839.0
gata2,picalm,885.0
gata2,rab37,2143.0
gata2,yod1,1822.0
gata2,gata1,1618.0
gata2,cenpo,1588.0
gata2,ampd3,1647.0
gata2,zdhhc6,1549.0
gata2,klhl24,1380.0
gata2,sgo1,1246.0
gata2,dnajc11,1508.0
gata2,ppox,1918.0
gata2,hmbs,1579.0
gata2,pno1,1575.0
gata2,asf1b,1836.0
gata2,ndel1,1252.0
gata2,cd63,1348.0
gata2,tmem168,1127.0
gata2,ifrd2,1631.0
gata2,nup85,1220.0
gata2,pitpnb,1460.0
gata2,dnajc10,1583.0
gata2,gmfb,1043.0
gata2,rrm1,1234.0
gata2,isyna1,1237.0
gata2,epor,1465.0
gata2,poglut1,977.0
gata2,tbcd,972.0
gata2,spryd4,1044.0
gata2,neurl3,1061.0
gata2,psmd9,1229.0
gata2,aldh9a1,1432.0
gata2,nuf2,1324.0
gata2,slc18a2,948.0
gata2,cish,772.0
gata2,nudcd3,1075.0
gata2,galk2,1364.0
gata2,aurka,925.0
gata2,d1ertd622e,1048.0
gata2,st8sia4,1194.0
gata2,tfr2,1772.0
gata2,clcn4,504.0
gata2,stk25,1218.0
gata2,arhgef6,1007.0
gata2,dpp8,1326.0
gata2,kat7,1336.0
gata2,stap1,505.0
gata2,btk,1273.0
gata2,spire1,1272.0
gata2,spns2,1527.0
gata2,ypel3,1175.0
gata2,dnpep,889.0
gata2,tubgcp5,1081.0
gata2,jun,1103.0
gata2,mars,940.0
gata2,nt5dc1,1058.0
gata2,mapkapk3,840.0
gata2,ahcyl1,1150.0
gata2,slc41a3,720.0
gata2,zzz3,911.0
gata2,hemgn,1544.0
gata2,rangap1,1947.0
gata2,mfge8,1590.0
gata2,dcaf13,1038.0
gata2,cep70,1685.0
gata2,nif3l1,794.0
gata2,mki67,733.0
gata2,rasa3,1043.0
gata2,ppil4,1055.0
gata2,asah1,727.0
gata2,ctla2a,878.0
gata2,rfesd,664.0
gata2,otud6b,782.0
gata2,ipo4,899.0
gata2,cog7,855.0
gata2,incenp,1078.0
gata2,napsa,794.0
gata2,sec23ip,1152.0
gata2,dcaf11,1412.0
gata2,snca,1807.0
gata2,usp10,952.0
gata2,abcb4,1083.0
gata2,gfi1b,713.0
gata2,stard10,1076.0
gata2,angpt1,1073.0
gata2,armt1,872.0
gata2,rcor1,850.0
gata2,xab2,754.0
gata2,alg9,898.0
gata2,uros,1158.0
gata2,anxa6,823.0
gata2,psmf1,851.0
gata2,slc14a1,792.0
gata2,pigq,1233.0
gata2,sacm1l,1033.0
gata2,blvrb,1457.0
gata2,tmx3,856.0
gata2,tars,925.0
gata2,plin3,1083.0
gata2,mtmr6,902.0
gata2,ppp6c,1002.0
gata2,fbxo5,819.0
gata2,rdh11,539.0
gata2,pqlc3,807.0
gata2,copb1,889.0
gata2,tbc1d15,828.0
gata2,urod,1211.0
gata2,h1f0,907.0
gata2,ptpn12,604.0
gata2,lmna,781.0
gata2,zfp62,641.0
gata2,timm50,1012.0
gata2,gnpda1,665.0
gata2,steap3,1162.0
gata2,vps11,1106.0
gata2,tspan14,764.0
gata2,hacd4,763.0
gata2,gypa,1707.0
gata2,arl6ip6,853.0
gata2,vps33b,775.0
gata2,tnfaip2,1803.0
gata2,dph6,1178.0
gata2,vkorc1l1,739.0
gata2,rhof,807.0
gata2,myh10,611.0
gata2,pkm,752.0
gata2,kel,1744.0
gata2,cul2,608.0
gata2,ces2g,1585.0
gata2,pole3,733.0
gata2,stom,769.0
gata2,gtf2h1,599.0
gata2,slc43a1,1278.0
gata2,skap2,629.0
gata2,adssl1,388.0
gata2,abcf3,652.0
gata2,calcrl,659.0
gata2,chmp7,789.0
gata2,gtf2f1,858.0
gata2,rpa2,1193.0
gata2,ipo9,470.0
gata2,ezr,837.0
gata2,sppl2a,730.0
gata2,mt1,470.0
gata2,rcc1,736.0
gata2,dis3l2,503.0
gata2,mad2l1,1026.0
gata2,coa5,660.0
gata2,cers4,738.0
gata2,rnf139,699.0
gata2,klf1,1206.0
gata2,hagh,486.0
gata2,chordc1,663.0
gata2,fam168b,628.0
gata2,wdr75,585.0
gata2,tpp1,1203.0
gata2,slc40a1,1526.0
gata2,tcp11l2,943.0
gata2,casp3,556.0
gata2,hacd3,599.0
gata2,pdcl,877.0
gata2,prmt7,551.0
gata2,pik3c3,1193.0
gata2,xpc,843.0
gata2,tspo2,1462.0
gata2,tes,731.0
gata2,dus1l,701.0
gata2,atp1b2,646.0
gata2,mgst3,666.0
gata2,lancl2,408.0
gata2,pla2g12a,756.0
gata2,fuca2,669.0
gata2,elovl1,530.0
gata2,wdr5,599.0
gata2,laptm4b,522.0
gata2,mtrex,781.0
gata2,car1,1409.0
gata2,top2a,791.0
gata2,ndor1,499.0
gata2,tubgcp2,469.0
gata2,cdca5,641.0
gata2,acss1,688.0
gata2,morc3,628.0
gata2,farsb,981.0
gata2,rad51,502.0
gata2,abi1,1110.0
gata2,mtfr1,579.0
gata2,lonp1,478.0
gata2,rbpms,490.0
gata2,gemin5,383.0
gata2,sptbn1,648.0
gata2,supt7l,462.0
gata2,irf1,481.0
gata2,orc5,530.0
gata2,atg4b,451.0
gata2,eya2,814.0
gata2,ostm1,546.0
gata2,ap5m1,519.0
gata2,cog6,550.0
gata2,apeh,1263.0
gata2,lpcat3,631.0
gata2,tmx1,439.0
gata2,vps26c,494.0
gata2,mctp1,625.0
gata2,samd14,628.0
gata2,pbk,721.0
gata2,casp2,939.0
gata2,clpx,644.0
gata2,mis18bp1,590.0
gata2,cops8,471.0
gata2,pitrm1,456.0
gata2,slc6a6,484.0
gata2,hpn,551.0
gata2,plec,508.0
gata2,myo1g,605.0
gata2,slc25a46,465.0
gata2,pfkm,506.0
gata2,ikzf2,582.0
gata2,lrrc8c,618.0
gata2,slc16a1,505.0
gata2,atl2,458.0
gata2,slc29a1,1175.0
gata2,ext2,489.0
gata2,nup88,396.0
gata2,scarb1,708.0
gata2,gypc,791.0
gata2,eps15,414.0
gata2,zfp639,509.0
gata2,slc20a1,491.0
gata2,chmp3,413.0
gata2,klhl6,434.0
gata2,klhl22,466.0
gata2,trmt11,454.0
gata2,crk,437.0
gata2,b230219d22rik,462.0
gata2,unc93b1,572.0
gata2,add2,1137.0
gata2,ube2c,417.0
gata2,cdt1,466.0
gata2,nudt9,467.0
gata2,fastkd2,905.0
gata2,dock2,415.0
gata2,nptn,378.0
gata2,zfp871,456.0
gata2,hnrnpll,382.0
gata2,erlin2,344.0
gata2,slc25a38,791.0
gata2,dusp1,377.0
gata2,edc3,538.0
gata2,gusb,404.0
gata2,rpa1,392.0
gata2,ptdss1,460.0
gata2,exoc2,422.0
gata2,abl1,322.0
gata2,cenpk,450.0
gata2,fignl1,453.0
gata2,nolc1,361.0
gata2,ccna2,315.0
gata2,il27ra,523.0
gata2,tsc22d3,413.0
gata2,cyth3,380.0
gata2,rfc4,457.0
gata2,ilvbl,388.0
gata2,fam45a,387.0
gata2,wdr73,363.0
gata2,ppp2r1b,393.0
gata2,naa35,348.0
gata2,ddx20,438.0
gata2,grn,1007.0
gata2,tipin,411.0
gata2,abcb8,483.0
gata2,asb8,454.0
gata2,lcp1,500.0
gata2,ptdss2,386.0
gata2,gmcl1,437.0
gata2,tvp23b,305.0
gata2,wdr36,334.0
gata2,adk,325.0
gata2,prelid3b,405.0
gata2,usp37,414.0
gata2,rasal3,487.0
gata2,cdc45,425.0
gata2,elmo1,394.0
gata2,fem1b,276.0
gata2,arl8b,654.0
gata2,wdr6,553.0
gata2,pacs1,480.0
gata2,ccdc137,501.0
gata2,ncapd2,422.0
gata2,ermap,951.0
gata2,gramd1a,480.0
gata2,timm29,558.0
gata2,hus1,412.0
gata2,thumpd3,338.0
gata2,wdr4,363.0
gata2,cenpa,928.0
gata2,txnrd2,419.0
gata2,tcn2,332.0
gata2,eif2b1,338.0
gata2,gorasp1,315.0
gata2,bag2,323.0
gata2,clptm1l,314.0
gata2,rab32,371.0
gata2,nop2,348.0
gata2,wars,308.0
gata2,gpr171,400.0
gata2,cbfb,443.0
gata2,psen2,884.0
gata2,polr1b,456.0
gata2,rnf145,363.0
gata2,rmnd5a,396.0
gata2,wdsub1,397.0
gata2,slc7a4,435.0
gata2,exoc3,302.0
gata2,tmub2,575.0
gata2,btaf1,524.0
gata2,uba7,451.0
gata2,crnkl1,336.0
gata2,afg3l2,377.0
gata2,nceh1,439.0
gata2,st3gal5,355.0
gata2,metap1d,335.0
gata2,coro1a,423.0
gata2,ppat,311.0
gata2,mis12,242.0
gata2,nit1,305.0
gata2,crbn,298.0
gata2,wdr45b,280.0
gata2,dhx33,830.0
gata2,foxred1,486.0
gata2,nasp,544.0
gata2,lrrfip1,408.0
gata2,qars,354.0
gata2,nadk,292.0
gata2,usp8,361.0
gata2,mettl8,457.0
gata2,il21r,404.0
gata2,stxbp3,512.0
gata2,med22,411.0
gata2,snrnp200,354.0
gata2,mettl27,270.0
gata2,bid,314.0
gata2,gyg,399.0
gata2,endod1,345.0
gata2,armc8,370.0
gata2,cd55,396.0
gata2,msh6,254.0
gata2,copg1,230.0
gata2,pld3,284.0
gata2,mcm4,463.0
gata2,erlin1,298.0
gata2,crip2,392.0
gata2,slc35a1,267.0
gata2,gna13,276.0
gata2,acox1,205.0
gata2,cdk19,355.0
gata2,tmem97,274.0
gata2,atad2,294.0
gata2,treml2,415.0
gata2,pot1a,436.0
gata2,nol9,267.0
gata2,atp6ap1,331.0
gata2,tmem68,258.0
gata2,cnot10,466.0
gata2,snap23,283.0
gata2,slc30a5,263.0
gata2,coq8a,492.0
gata2,e2f4,269.0
gata2,leprot,749.0
gata2,psmd5,268.0
gata2,slc25a21,741.0
gata2,shcbp1,517.0
gata2,enpp4,370.0
gata2,ado,402.0
gata2,nsdhl,302.0
gata2,plin2,277.0
gata2,stat3,450.0
gata2,cpt2,258.0
gata2,nedd1,255.0
gata2,kidins220,276.0
gata2,rabif,300.0
gata2,gcnt2,243.0
gata2,cdk1,410.0
gata2,polr2b,261.0
gata2,ftsj3,238.0
gata2,stt3b,283.0
gata2,trmt6,256.0
gata2,tmem64,347.0
gata2,me2,305.0
gata2,ints13,250.0
gata2,arap1,258.0
gata2,gsr,173.0
gata2,vim,325.0
gata2,rabggtb,319.0
gata2,9430015g10rik,230.0
gata2,net1,272.0
gata2,lap3,231.0
gata2,pmpca,212.0
gata2,cd9,672.0
gata2,necap2,239.0
gata2,chuk,271.0
gata2,nek9,282.0
gata2,esyt2,286.0
gata2,narfl,567.0
gata2,il15,656.0
gata2,elac2,262.0
gata2,anapc2,225.0
gata2,seh1l,276.0
gata2,myct1,648.0
gata2,chp1,263.0
gata2,rexo4,246.0
gata2,lyrm4,273.0
gata2,dlst,224.0
gata2,oat,233.0
gata2,4833439l19rik,244.0
gata2,ldah,319.0
gata2,isg20,358.0
gata2,nudt4,378.0
gata2,aurkb,315.0
gata2,lztr1,228.0
gata2,atg16l1,258.0
gata2,stx12,238.0
gata2,nampt,290.0
gata2,smc2,330.0
gata2,zfp961,252.0
gata2,cln5,214.0
gata2,aar2,301.0
gata2,nde1,217.0
gata2,d230025d16rik,219.0
gata2,uap1,169.0
gata2,trmt2a,225.0
gata2,anxa5,224.0
gata2,tcf12,274.0
gata2,acaa2,159.0
gata2,topors,202.0
gata2,sgta,606.0
gata2,pqlc1,248.0
gata2,mt2,202.0
gata2,tm7sf3,238.0
gata2,d10wsu102e,201.0
gata2,cd34,226.0
gata2,gfm1,265.0
gata2,emilin1,223.0
gata2,sept6,295.0
gata2,cenpe,324.0
gata2,taf12,203.0
gata2,zfp367,293.0
gata2,pold1,202.0
gata2,hsdl1,231.0
gata2,xrcc5,265.0
gata2,nup155,225.0
gata2,ddhd2,265.0
gata2,usp4,227.0
gata2,zfp110,200.0
gata2,tbl3,194.0
gata2,rhd,576.0
gata2,2610301b20rik,349.0
gata2,bysl,228.0
gata2,iars2,247.0
gata2,atp7b,221.0
gata2,alg11,221.0
gata2,aplp2,380.0
gata2,zfp322a,227.0
gata2,tmem206,283.0
gata2,nusap1,225.0
gata2,hlf,435.0
gata2,rnasel,363.0
gata2,naa50,289.0
gata2,atp6v1a,289.0
gata2,ube2g2,278.0
gata2,uap1l1,329.0
gata2,ncapg2,210.0
gata2,cpt1a,275.0
gata2,ice1,271.0
gata2,rnf13,187.0
gata2,wdhd1,214.0
gata2,birc5,231.0
gata2,abcd3,211.0
gata2,hars2,185.0
gata2,hars,185.0
gata2,odc1,182.0
gata2,cd48,269.0
gata2,atp13a1,280.0
gata2,fchsd2,266.0
gata2,fam91a1,234.0
gata2,plaa,213.0
gata2,sptlc1,179.0
gata2,xpnpep1,250.0
gata2,unk,211.0
gata2,tmem185a,302.0
gata2,gars,229.0
gata2,adgrg3,263.0
gata2,scfd1,190.0
gata2,narf,185.0
gata2,aqp9,206.0
gata2,ift140,265.0
gata2,elp2,196.0
gata2,iars,246.0
gata2,zfp945,517.0
gata2,colgalt1,176.0
gata2,psmd6,205.0
gata2,ckap2,258.0
gata2,zfp24,174.0
gata2,myo1d,176.0
gata2,haus2,200.0
gata2,ctsc,257.0
gata2,idh3a,252.0
gata2,atg12,243.0
gata2,calu,172.0
gata2,ptcd3,338.0
gata2,ctps,250.0
gata2,tmc6,250.0
gata2,sgpp1,250.0
gata2,nudcd1,213.0
gata2,dusp2,244.0
gata2,herc4,216.0
gata2,slc31a1,180.0
gata2,tango2,242.0
gata2,anapc4,233.0
gata2,tom1l1,481.0
gata2,vps35,167.0
gata2,orc6,167.0
gata2,mns1,181.0
gata2,aldh18a1,168.0
gata2,ppm1h,238.0
gata2,kif11,226.0
gata2,ubr7,161.0
gata2,mfsd14b,167.0
gata2,dram2,249.0
gata2,cept1,249.0
gata2,hmmr,238.0
gata2,nubp2,186.0
gata2,cul4a,158.0
gata2,mau2,167.0
gata2,mcm2,166.0
gata2,inpp5b,182.0
gata2,nup107,276.0
gata2,ap1b1,233.0
gata2,slc44a2,232.0
gata2,jpt2,180.0
gata2,trib2,231.0
gata2,prkar2b,160.0
gata2,pcyt1a,177.0
gata2,mrm1,168.0
gata2,hsph1,245.0
gata2,pcp4l1,166.0
gata2,sppl2b,226.0
gata2,serpinb9,165.0
gata2,champ1,227.0
gata2,sesn1,210.0
gata2,ubxn2b,169.0
gata2,psen1,161.0
gata2,spc25,240.0
gata2,ubr1,165.0
gata2,fam234b,219.0
gata2,nudt19,218.0
gata2,hoxa9,435.0
gata2,cytip,218.0
gata2,tfrc,156.0
gata2,plcg2,217.0
gata2,orc2,154.0
gata2,cyp20a1,155.0
gata2,zkscan3,213.0
gata2,metap1,144.0
gata2,rfc5,174.0
gata2,rab31,161.0
gata2,emilin2,211.0
gata2,uckl1,421.0
gata2,tmem129,178.0
gata2,tacc3,178.0
gata2,cad,143.0
gata2,rad51ap1,187.0
gata2,ckap5,143.0
gata2,vill,416.0
gata2,rmnd5b,207.0
gata2,prkab1,207.0
gata2,nae1,169.0
gata2,minpp1,233.0
gata2,rad21,225.0
gata2,ncln,138.0
gata2,fnta,145.0
gata2,cyth4,205.0
gata2,gskip,143.0
gata2,etf1,153.0
gata2,c330018d20rik,202.0
gata2,phax,139.0
gata2,anxa4,142.0
gata2,mbtps1,213.0
gata2,dck,199.0
gata2,pip4k2a,138.0
gata2,golm1,196.0
gata2,zfp397,156.0
gata2,slc11a2,149.0
gata2,p2rx4,194.0
gata2,adamts10,195.0
gata2,terf2ip,137.0
gata2,snx10,387.0
gata2,mcm5,387.0
gata2,dnajc5,156.0
gata2,ddx1,199.0
gata2,plk1,191.0
gata2,snapc3,156.0
gata2,cd93,147.0
gata2,cast,135.0
gata2,pja2,378.0
gata2,csgalnact2,133.0
gata2,nup93,156.0
gata2,g6pdx,127.0
gata2,eif1ad,175.0
gata2,e2f6,188.0
gata2,xpr1,188.0
gata2,tlk1,187.0
gata2,gstm1,373.0
gata2,bap1,157.0
gata2,cnih1,140.0
gata2,tyms,190.0
gata2,ell2,132.0
gata2,btrc,135.0
gata2,tmem109,135.0
gata2,tfg,148.0
gata2,itfg1,183.0
gata2,tubgcp3,136.0
gata2,emb,182.0
gata2,kif22,122.0
gata2,scrn3,173.0
gata2,zfp451,176.0
gata2,capn7,120.0
gata2,fgfr1op,127.0
gata2,gmnn,174.0
gata2,zfp266,119.0
gata2,mcm3,116.0
gata2,far1,134.0
gata2,prep,131.0
gata2,rgcc,173.0
gata2,nsmaf,169.0
gata2,lcp2,219.0
gata2,fam136a,335.0
gata2,ncapg,129.0
gata2,bc005561,167.0
gata2,phf10,185.0
gata2,nploc4,171.0
gata2,golt1b,165.0
gata2,ftsj1,178.0
gata2,vps41,324.0
gata2,cdc7,161.0
gata2,l2hgdh,124.0
gata2,prpf4,313.0
gata2,ccnb2,157.0
gata2,ankle1,147.0
gata2,cdc20,308.0
gata2,cnot7,154.0
gata2,knstrn,103.0
gata2,mthfd1,102.0
gata2,atp2a3,148.0
gata2,hpcal1,148.0
gata2,cmpk2,148.0
gata2,cstf2,101.0
gata2,mavs,289.0
gata2,2210016f16rik,146.0
gata2,kif20b,143.0
gata2,e2f8,142.0
gata2,utp4,142.0
gata2,memo1,140.0
gata2,ndrg1,276.0
gata2,lig1,139.0
gata2,hsd3b7,276.0
gata2,sept8,274.0
gata2,gstm5,111.0
gata2,sqle,136.0
gata2,sphk1,271.0
gata2,cacfd1,135.0
gata2,prim1,133.0
gata2,itga6,132.0
gata2,zfp35,263.0
gata2,ldhb,262.0
gata2,cdc6,134.0
gata2,ints8,115.0
gata2,man2a2,258.0
gata2,dhfr,130.0
gata2,cttn,258.0
gata2,abhd16a,256.0
gata2,fzr1,255.0
gata2,prps2,127.0
gata2,bub1b,252.0
gata2,zkscan17,124.0
gata2,tbc1d10c,247.0
gata2,mapk9,123.0
gata2,serpina3g,141.0
gata2,rgs2,239.0
gata2,cd82,239.0
gata2,zdhhc13,118.0
gata2,pstpip1,117.0
gata2,ly6a,232.0
gata2,zfp36,231.0
gata2,atad1,116.0
gata2,abtb1,231.0
gata2,arhgap4,116.0
gata2,pcyt2,115.0
gata2,prim2,114.0
gata2,tpx2,225.0
gata2,cpq,112.0
gata2,cyb5r1,115.0
gata2,aldh1a1,221.0
gata2,dennd2d,109.0
gata2,sun1,109.0
gata2,nfkbia,215.0
gata2,clic4,215.0
gata2,ak3,107.0
gata2,zyx,212.0
gata2,serpinb1a,211.0
gata2,arhgef18,211.0
gata2,acss2,105.0
gata2,plcb2,104.0
gata2,gmpr,104.0
gata2,rgs19,103.0
gata2,tmem263,103.0
gata2,ifi30,205.0
gata2,mettl7a1,204.0
gata2,serpinf1,202.0
gata2,pik3ip1,201.0
gata2,map4k2,201.0
gata2,ankrd27,198.0
gata2,cdca3,194.0
gata2,rpp40,192.0
gata2,ap1g2,189.0
gata2,faap100,187.0
gata2,spc24,180.0
gata2,wdr55,177.0
gata2,pwp2,177.0
gata2,prps1,176.0
gata2,kpna3,172.0
gata2,wls,171.0
gata2,mmrn1,171.0
gata2,fkbp1a,171.0
gata2,pml,170.0
gata2,aqp1,169.0
gata2,anxa1,169.0
gata2,cited4,162.0
gata2,fos,161.0
gata2,uba3,158.0
gata2,mogs,158.0
gata2,lsp1,155.0
gata2,pwp1,154.0
gata2,plbd2,154.0
gata2,ubap1,153.0
gata2,csad,153.0
gata2,selenbp1,151.0
gata2,vwa5a,150.0
gata2,trim30a,150.0
gata2,rhag,150.0
gata2,prkch,150.0
gata2,fads1,150.0
gata2,cryzl2,150.0
gata2,cdca8,150.0
gata2,abcg2,150.0
gata2,sqor,148.0
gata2,ccng1,148.0
gata2,rprd1b,146.0
gata2,ckap2l,144.0
gata2,optn,143.0
gata2,ugcg,141.0
gata2,slc25a45,141.0
gata2,cnp,140.0
gata2,ercc8,139.0
gata2,abcb10,139.0
gata2,limd2,134.0
gata2,col5a1,133.0
gata2,gosr2,132.0
gata2,alkbh8,131.0
gata2,lyz2,130.0
gata2,ctla2b,129.0
gata2,ganab,128.0
gata2,tcirg1,125.0
gata2,mef2c,125.0
gata2,tollip,124.0
gata2,ranbp3,123.0
gata2,oasl2,123.0
gata2,pde4b,122.0
gata2,phactr2,121.0
gata2,apoe,121.0
gata2,gbp2,119.0
gata2,ndc1,118.0
gata2,hells,118.0
gata2,ngly1,110.0
gata2,ccnf,108.0
gata2,slc30a6,107.0
gata2,zfp930,106.0
gata2,fbxw5,106.0
gata2,dcaf4,102.0
gfi1b,gfi1b,2153.0
gfi1b,itsn1,1296.0
gfi1b,asf1b,1175.0
gfi1b,gorasp1,2332.0
gfi1b,fkbp1a,1326.0
gfi1b,d1ertd622e,965.0
gfi1b,pclaf,942.0
gfi1b,pqlc3,948.0
gfi1b,sgta,898.0
gfi1b,sppl2a,514.0
gfi1b,vim,702.0
gfi1b,chordc1,698.0
gfi1b,clcn4,825.0
gfi1b,sec23ip,489.0
gfi1b,eps15,540.0
gfi1b,mtap,515.0
gfi1b,pkm,543.0
gfi1b,tcp11l2,403.0
gfi1b,ypel3,441.0
gfi1b,fignl1,358.0
gfi1b,chp1,385.0
gfi1b,trmt2a,463.0
gfi1b,tmem97,361.0
gfi1b,myct1,770.0
gfi1b,birc5,326.0
gfi1b,mtmr6,284.0
gfi1b,nuf2,322.0
gfi1b,dnajc10,291.0
gfi1b,gtf2h1,314.0
gfi1b,jun,689.0
gfi1b,copb1,306.0
gfi1b,slc35a1,271.0
gfi1b,gmfb,225.0
gfi1b,rgs19,283.0
gfi1b,plec,286.0
gfi1b,procr,584.0
gfi1b,exoc2,290.0
gfi1b,wdr75,316.0
gfi1b,cast,246.0
gfi1b,galk2,235.0
gfi1b,rfesd,207.0
gfi1b,nasp,287.0
gfi1b,neurl3,531.0
gfi1b,nek9,231.0
gfi1b,limd2,152.0
gfi1b,atg4b,193.0
gfi1b,nif3l1,217.0
gfi1b,mfge8,258.0
gfi1b,nudcd3,231.0
gfi1b,usp4,191.0
gfi1b,march5,229.0
gfi1b,ift140,288.0
gfi1b,timm29,284.0
gfi1b,esyt2,259.0
gfi1b,tango2,463.0
gfi1b,tmem173,303.0
gfi1b,atg16l1,345.0
gfi1b,hpn,456.0
gfi1b,wdr36,170.0
gfi1b,snrnp200,180.0
gfi1b,zfp639,196.0
gfi1b,plaa,162.0
gfi1b,calcrl,238.0
gfi1b,polr1b,174.0
gfi1b,clptm1l,218.0
gfi1b,msh6,236.0
gfi1b,wdr5,229.0
gfi1b,map4k2,247.0
gfi1b,ado,398.0
gfi1b,lig1,164.0
gfi1b,cdca3,256.0
gfi1b,cks1b,388.0
gfi1b,rtp4,386.0
gfi1b,fem1b,165.0
gfi1b,nolc1,382.0
gfi1b,tubgcp5,288.0
gfi1b,aldh18a1,214.0
gfi1b,psmf1,173.0
gfi1b,ppil4,210.0
gfi1b,crbn,140.0
gfi1b,erlin2,368.0
gfi1b,enpp4,189.0
gfi1b,usp37,361.0
gfi1b,rfc4,249.0
gfi1b,picalm,209.0
gfi1b,endod1,133.0
gfi1b,plppr3,234.0
gfi1b,vps33b,137.0
gfi1b,pik3r2,185.0
gfi1b,mcm4,173.0
gfi1b,dpp8,128.0
gfi1b,9430015g10rik,250.0
gfi1b,tyms,229.0
gfi1b,atad2,200.0
gfi1b,tbcd,348.0
gfi1b,rrm1,197.0
gfi1b,pbk,192.0
gfi1b,orc5,261.0
gfi1b,cers5,194.0
gfi1b,adk,204.0
gfi1b,irf1,173.0
gfi1b,wars,119.0
gfi1b,pole3,146.0
gfi1b,atl2,210.0
gfi1b,klhl6,188.0
gfi1b,tspan14,182.0
gfi1b,thumpd3,214.0
gfi1b,nceh1,191.0
gfi1b,blvrb,316.0
gfi1b,rgs2,165.0
gfi1b,cdc7,156.0
gfi1b,wdr45b,159.0
gfi1b,tbc1d2b,224.0
gfi1b,pigq,161.0
gfi1b,gcnt2,185.0
gfi1b,cnot10,110.0
gfi1b,hsph1,293.0
gfi1b,sgo1,146.0
gfi1b,flot2,290.0
gfi1b,cpq,155.0
gfi1b,scfd1,164.0
gfi1b,naa35,157.0
gfi1b,usp8,143.0
gfi1b,mthfd1,161.0
gfi1b,ube2c,169.0
gfi1b,dnajc11,196.0
gfi1b,pfkm,279.0
gfi1b,mis18bp1,153.0
gfi1b,zdhhc6,148.0
gfi1b,ndel1,170.0
gfi1b,ngly1,152.0
gfi1b,gosr2,141.0
gfi1b,acss2,148.0
gfi1b,coa5,172.0
gfi1b,nudcd1,266.0
gfi1b,rbpms,263.0
gfi1b,cul2,131.0
gfi1b,zfp961,134.0
gfi1b,serpinb1a,258.0
gfi1b,rnf115,256.0
gfi1b,zfp655,252.0
gfi1b,mettl7a1,248.0
gfi1b,narfl,126.0
gfi1b,mycn,244.0
gfi1b,ctsc,244.0
gfi1b,cd82,244.0
gfi1b,rars,133.0
gfi1b,l2hgdh,145.0
gfi1b,otud6b,132.0
gfi1b,hacd3,128.0
gfi1b,stk25,240.0
